É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2015/06/15 03:08:08
2008/6/26 2:00:00,16.6,8,1,1.0,0,8,1,0,1,8,1,2.3,8,ìÏìå,8,1,0,8,1,90,8,1,17.0,8,1
2008/6/26 3:00:00,16.5,8,1,0.5,0,8,1,0,1,8,1,1.3,8,ìÏìå,8,1,0,8,1,90,8,1,16.9,8,1
2008/6/26 4:00:00,16.4,8,1,0.5,0,8,1,0,1,8,1,1.7,8,ìÏìÏìå,8,1,0.00,8,1,90,8,1,16.8,8,1
2008/6/26 5:00:00,16.3,8,1,0.5,0,8,1,0.0,0,8,1,0.9,8,ìÏ,8,1,0.00,8,1,90,8,1,16.7,8,1
2008/6/26 6:00:00,16.4,8,1,0.5,0,8,1,0.0,0,8,1,1.2,8,ìÏ,8,1,0.01,8,1,90,8,1,16.8,8,1
2008/6/26 7:00:00,16.2,8,1,0.5,0,8,1,0.0,0,8,1,1.9,8,ìÏìÏêº,8,1,0.03,8,1,91,8,1,16.8,8,1
2008/6/26 8:00:00,16.4,8,1,0.5,0,8,1,0.0,0,8,1,2.3,8,ìÏ,8,1,0.13,8,1,90,8,1,16.8,8,1
2008/6/26 9:00:00,16.4,8,1,1.0,0,8,1,0.0,0,8,1,2.6,8,ìÏìÏìå,8,1,0.21,8,1,89,8,1,16.6,8,1
2008/6/26 10:00:00,16.7,8,1,0.0,0,8,1,0.0,0,8,1,1.6,8,ìåìÏìå,8,1,0.18,8,1,89,8,1,16.9,8,1
2008/6/26 11:00:00,16.5,8,1,0.0,0,8,1,0.0,0,8,1,2.0,8,ìÏìå,8,1,0.19,8,1,87,8,1,16.3,8,1
2008/6/26 12:00:00,16.9,8,1,0.5,0,8,1,0.0,0,8,1,1.7,8,ìÏìå,8,1,0.43,8,1,88,8,1,16.9,8,1
2008/6/26 13:00:00,16.9,8,1,0.5,0,8,1,0.0,0,8,1,1.0,8,ìÏìå,8,1,0.36,8,1,85,8,1,16.4,8,1
2008/6/26 14:00:00,17.5,8,1,0,1,8,1,0.0,0,8,1,2.0,8,ìÏ,8,1,0.52,5,1,83,8,1,16.6,8,1
2008/6/26 15:00:00,17.7,8,1,0,1,8,1,0.0,0,8,1,2.5,8,ìÏìå,8,1,0.46,8,1,82,8,1,16.6,8,1
2008/6/26 16:00:00,18.0,8,1,0,1,8,1,0.0,0,8,1,2.1,8,ìÏìå,8,1,0.36,8,1,79,8,1,16.3,8,1
2008/6/26 17:00:00,17.9,8,1,0,1,8,1,0.0,0,8,1,2.2,8,ìÏìå,8,1,0.19,8,1,78,8,1,16.0,8,1
2008/6/26 18:00:00,18.0,8,1,0,1,8,1,0.0,0,8,1,1.6,8,ìÏìå,8,1,0.14,8,1,78,8,1,16.1,8,1
2008/6/26 19:00:00,17.8,8,1,0,1,8,1,0.0,0,8,1,1.8,8,ìÏìÏìå,8,1,0.05,8,1,76,8,1,15.5,8,1
2008/6/26 20:00:00,17.7,8,1,0,1,8,1,0.0,0,8,1,1.3,8,ìåìÏìå,8,1,0.00,8,1,77,8,1,15.6,8,1
2008/6/26 21:00:00,17.6,8,1,0,1,8,1,0,1,8,1,0.6,8,ìÏìÏìå,8,1,0,8,1,78,8,1,15.7,8,1
2008/6/26 22:00:00,17.2,8,1,0.0,0,8,1,0,1,8,1,0.4,8,ìÏìå,8,1,0,8,1,82,8,1,16.1,8,1
2008/6/26 23:00:00,17.1,8,1,0.0,0,8,1,0,1,8,1,0.8,8,ìÏìå,8,1,0,8,1,82,8,1,16.0,8,1
2008/6/27 00:00:00,17.1,8,1,0.0,0,8,1,0,1,8,1,0.8,8,ìÏ,8,1,0,8,1,85,8,1,16.6,8,1
2008/6/27 1:00:00,17.1,8,1,0,1,8,1,0,1,8,1,1.3,8,ìåìÏìå,8,1,0,8,1,84,8,1,16.4,8,1
2008/6/27 2:00:00,16.4,8,1,0,1,8,1,0,1,8,1,1.2,8,ìåìÏìå,8,1,0,8,1,86,8,1,16.0,8,1
2008/6/27 3:00:00,16.4,8,1,0,1,8,1,0,1,8,1,1.3,8,ìÏìå,8,1,0,8,1,87,8,1,16.2,8,1
2008/6/27 4:00:00,16.3,8,1,0,1,8,1,0,1,8,1,1.0,8,ìå,8,1,0.00,8,1,87,8,1,16.1,8,1
2008/6/27 5:00:00,16.4,8,1,0,1,8,1,0.0,0,8,1,1.3,8,ìÏ,8,1,0.00,8,1,87,8,1,16.2,8,1
2008/6/27 6:00:00,16.9,8,1,0,1,8,1,0.0,0,8,1,0.5,8,ñkìå,8,1,0.09,8,1,86,8,1,16.6,8,1
2008/6/27 7:00:00,17.6,8,1,0,1,8,1,0.0,0,8,1,0.3,8,ìå,8,1,0.41,8,1,85,8,1,17.1,8,1
2008/6/27 8:00:00,19.0,8,1,0,1,8,1,0.1,0,8,1,1.5,8,ìÏìå,8,1,1.07,8,1,78,8,1,17.1,8,1
2008/6/27 9:00:00,20.2,8,1,0,1,8,1,0.3,0,8,1,1.8,8,ìåìÏìå,8,1,1.56,8,1,75,8,1,17.8,8,1
2008/6/27 10:00:00,21.4,8,1,0,1,8,1,0.9,0,8,1,2.7,8,ìåìÏìå,8,1,2.71,8,1,72,8,1,18.4,8,1
2008/6/27 11:00:00,22.6,8,1,0,1,8,1,0.6,0,8,1,2.9,8,ìÏìÏìå,8,1,2.57,8,1,66,8,1,18.1,8,1
2008/6/27 12:00:00,24.7,8,1,0,1,8,1,1.0,0,8,1,3.2,8,ìåìÏìå,8,1,3.26,8,1,61,8,1,19.0,8,1
2008/6/27 13:00:00,24.2,8,1,0,1,8,1,0.5,0,8,1,3.1,8,ìÏìå,8,1,2.38,8,1,62,8,1,18.7,8,1
2008/6/27 14:00:00,25.6,8,1,0,1,8,1,0.2,0,8,1,4.0,8,ìÏìå,8,1,1.86,8,1,59,8,1,19.4,8,1
2008/6/27 15:00:00,25.2,8,1,0,1,8,1,0.2,0,8,1,3.9,8,ìåìÏìå,8,1,1.32,8,1,60,8,1,19.2,8,1
2008/6/27 16:00:00,25.2,8,1,0,1,8,1,0.0,0,8,1,4.0,8,ìåìÏìå,8,1,0.76,8,1,58,8,1,18.6,8,1
2008/6/27 17:00:00,24.8,8,1,0,1,8,1,0.0,0,8,1,3.9,8,ìåìÏìå,8,1,0.43,8,1,60,8,1,18.8,8,1
2008/6/27 18:00:00,24.0,8,1,0,1,8,1,0.0,0,8,1,3.2,8,ìåìÏìå,8,1,0.18,8,1,65,8,1,19.4,8,1
2008/6/27 19:00:00,23.6,8,1,0,1,8,1,0.0,0,8,1,2.2,8,ìå,8,1,0.04,8,1,66,8,1,19.2,8,1
2008/6/27 20:00:00,23.2,8,1,0,1,8,1,0.0,0,8,1,2.1,8,ìåìÏìå,8,1,0.00,8,1,67,8,1,19.1,8,1
2008/6/27 21:00:00,23.0,8,1,0.0,0,8,1,0,1,8,1,1.3,8,ìå,8,1,0,8,1,68,8,1,19.1,8,1
2008/6/27 22:00:00,22.7,8,1,0.0,0,8,1,0,1,8,1,2.2,8,ìåìÏìå,8,1,0,8,1,70,8,1,19.3,8,1
2008/6/27 23:00:00,22.3,8,1,0,1,8,1,0,1,8,1,2.1,8,ìÏìå,8,1,0,8,1,71,8,1,19.1,8,1
2008/6/28 00:00:00,22.0,8,1,0.0,0,8,1,0,1,8,1,1.8,8,ìÏìå,8,1,0,8,1,72,8,1,19.0,8,1
2008/6/28 1:00:00,21.8,8,1,0,1,8,1,0,1,8,1,0.6,8,ìåìÏìå,8,1,0,8,1,73,8,1,19.1,8,1
2008/6/28 2:00:00,21.6,8,1,0,1,8,1,0,1,8,1,1.0,8,ìÏìÏìå,8,1,0,8,1,74,8,1,19.1,8,1
2008/6/28 3:00:00,21.3,8,1,0,1,8,1,0,1,8,1,1.2,8,ìåìÏìå,8,1,0,8,1,75,8,1,19.0,8,1
2008/6/28 4:00:00,20.6,8,1,0,1,8,1,0,1,8,1,1.5,8,ìåìÏìå,8,1,0.00,8,1,79,8,1,19.2,8,1
2008/6/28 5:00:00,20.5,8,1,0,1,8,1,0.0,0,8,1,1.0,8,ìÏìÏìå,8,1,0.01,8,1,78,8,1,18.8,8,1
2008/6/28 6:00:00,20.8,8,1,0,1,8,1,0.0,0,8,1,1.3,8,ìÏìÏìå,8,1,0.24,8,1,77,8,1,18.9,8,1
2008/6/28 7:00:00,21.3,8,1,0,1,8,1,0.0,0,8,1,1.8,8,ìÏ,8,1,0.48,8,1,76,8,1,19.3,8,1
2008/6/28 8:00:00,21.7,8,1,0,1,8,1,0.2,0,8,1,2.0,8,ìÏìÏìå,8,1,1.12,8,1,76,8,1,19.7,8,1
2008/6/28 9:00:00,22.5,8,1,0,1,8,1,0.0,0,8,1,1.9,8,ìåìÏìå,8,1,1.28,8,1,73,8,1,19.9,8,1
2008/6/28 10:00:00,23.5,8,1,0,1,8,1,0.0,0,8,1,2.8,8,ìåìÏìå,8,1,1.39,8,1,70,8,1,20.3,8,1
2008/6/28 11:00:00,23.6,8,1,0,1,8,1,0.0,0,8,1,3.3,8,ìÏìå,8,1,1.31,8,1,69,8,1,20.1,8,1
2008/6/28 12:00:00,25.1,8,1,0,1,8,1,0.0,0,8,1,3.2,8,ìÏìå,8,1,2.14,8,1,64,8,1,20.4,8,1
2008/6/28 13:00:00,26.2,8,1,0,1,8,1,0.2,0,8,1,3.0,8,ìåìÏìå,8,1,2.46,8,1,58,8,1,19.7,8,1
2008/6/28 14:00:00,26.6,8,1,0,1,8,1,0.8,0,8,1,2.9,8,ìåìÏìå,8,1,2.61,8,1,55,8,1,19.2,8,1
2008/6/28 15:00:00,26.5,8,1,0,1,8,1,0.1,0,8,1,3.2,8,ìÏìå,8,1,1.31,8,1,56,8,1,19.4,8,1
2008/6/28 16:00:00,26.5,8,1,0,1,8,1,0.0,0,8,1,3.1,8,ìÏìå,8,1,0.59,8,1,57,8,1,19.7,8,1
2008/6/28 17:00:00,26.0,8,1,0,1,8,1,0.0,0,8,1,3.1,8,ìåìÏìå,8,1,0.54,8,1,59,8,1,19.8,8,1
2008/6/28 18:00:00,25.6,8,1,0,1,8,1,0.0,0,8,1,2.6,8,ìÏìå,8,1,0.16,8,1,62,8,1,20.4,8,1
2008/6/28 19:00:00,25.3,8,1,0,1,8,1,0.0,0,8,1,2.3,8,ìåìÏìå,8,1,0.04,8,1,62,8,1,20.0,8,1
2008/6/28 20:00:00,24.2,8,1,0,1,8,1,0.0,0,8,1,3.1,8,ìÏìå,8,1,0.00,8,1,64,8,1,19.3,8,1
2008/6/28 21:00:00,23.4,8,1,0,1,8,1,0,1,8,1,2.8,8,ìåìÏìå,8,1,0,8,1,66,8,1,19.0,8,1
2008/6/28 22:00:00,22.2,8,1,0.0,0,8,1,0,1,8,1,2.6,8,ìåìÏìå,8,1,0,8,1,73,8,1,19.5,8,1
2008/6/28 23:00:00,21.7,8,1,0.0,0,8,1,0,1,8,1,2.0,8,ìÏìå,8,1,0,8,1,75,8,1,19.5,8,1
2008/6/29 00:00:00,21.4,8,1,0.0,0,8,1,0,1,8,1,1.6,8,ìåìÏìå,8,1,0,8,1,77,8,1,19.6,8,1
2008/6/29 1:00:00,20.7,8,1,0.5,0,8,1,0,1,8,1,0.3,8,ìå,8,1,0,8,1,83,8,1,20.3,8,1
2008/6/29 2:00:00,20.3,8,1,1.0,0,8,1,0,1,8,1,1.2,8,ìå,8,1,0,8,1,85,8,1,20.2,8,1
2008/6/29 3:00:00,20.1,8,1,0.5,0,8,1,0,1,8,1,1.0,8,ìÏìå,8,1,0,8,1,86,8,1,20.2,8,1
2008/6/29 4:00:00,19.9,8,1,1.0,0,8,1,0,1,8,1,1.0,8,ìåìÏìå,8,1,0.00,8,1,88,8,1,20.5,8,1
2008/6/29 5:00:00,19.7,8,1,2.0,0,8,1,0.0,0,8,1,1.5,8,ìÏìå,8,1,0.00,8,1,89,8,1,20.4,8,1
2008/6/29 6:00:00,19.7,8,1,3.5,0,8,1,0.0,0,8,1,0.9,8,ìåìÏìå,8,1,0.02,8,1,89,8,1,20.4,8,1
2008/6/29 7:00:00,19.9,8,1,5.5,0,8,1,0.0,0,8,1,2.5,8,ìåìÏìå,8,1,0.05,8,1,89,8,1,20.7,8,1
2008/6/29 8:00:00,20.0,8,1,5.5,0,8,1,0.0,0,8,1,3.3,8,ìåìÏìå,8,1,0.13,8,1,89,8,1,20.8,8,1
2008/6/29 9:00:00,19.9,8,1,3.0,0,8,1,0.0,0,8,1,2.1,8,ìå,8,1,0.21,8,1,89,8,1,20.7,8,1
2008/6/29 10:00:00,19.9,8,1,5.0,0,8,1,0.0,0,8,1,3.1,8,ìåìÏìå,8,1,0.16,8,1,90,8,1,20.9,8,1
2008/6/29 11:00:00,19.9,8,1,4.5,0,8,1,0.0,0,8,1,3.2,8,ìÏìå,8,1,0.24,8,1,90,8,1,20.9,8,1
2008/6/29 12:00:00,19.8,8,1,1.0,0,8,1,0.0,0,8,1,3.8,8,ìåìÏìå,8,1,0.22,8,1,89,8,1,20.6,8,1
2008/6/29 13:00:00,19.7,8,1,2.0,0,8,1,0.0,0,8,1,3.6,8,ìåìÏìå,8,1,0.19,8,1,88,8,1,20.2,8,1
2008/6/29 14:00:00,19.8,8,1,0.5,0,8,1,0.0,0,8,1,2.0,8,ìåìÏìå,8,1,0.29,8,1,88,8,1,20.3,8,1
2008/6/29 15:00:00,20.2,8,1,0.0,0,8,1,0.0,0,8,1,2.7,8,ìåìÏìå,8,1,0.24,8,1,87,8,1,20.6,8,1
2008/6/29 16:00:00,20.1,8,1,0.0,0,8,1,0.0,0,8,1,1.0,8,ìÏêº,8,1,0.18,8,1,87,8,1,20.5,8,1
2008/6/29 17:00:00,19.8,8,1,0.5,0,8,1,0.0,0,8,1,1.4,8,ìÏêº,8,1,0.15,8,1,89,8,1,20.6,8,1
2008/6/29 18:00:00,19.9,8,1,0,1,8,1,0.0,0,8,1,0.9,8,êº,8,1,0.04,8,1,89,8,1,20.7,8,1
2008/6/29 19:00:00,19.8,8,1,0.0,0,8,1,0.0,0,8,1,1.3,8,ñkêº,8,1,0.01,8,1,90,8,1,20.8,8,1
2008/6/29 20:00:00,19.8,8,1,0.0,0,8,1,0.0,0,8,1,1.3,8,ìÏêº,8,1,0.00,8,1,89,8,1,20.6,8,1
2008/6/29 21:00:00,19.8,8,1,0.5,0,8,1,0,1,8,1,0.1,8,ê√â∏,8,1,0,8,1,89,8,1,20.6,8,1
2008/6/29 22:00:00,19.6,8,1,1.0,0,8,1,0,1,8,1,1.0,8,ìÏìÏêº,8,1,0,8,1,90,8,1,20.5,8,1
2008/6/29 23:00:00,19.7,8,1,0.0,0,8,1,0,1,8,1,0.7,8,êºñkêº,8,1,0,8,1,90,8,1,20.7,8,1
2008/6/30 00:00:00,19.5,8,1,2.0,0,8,1,0,1,8,1,0.8,8,êºìÏêº,8,1,0,8,1,91,8,1,20.6,8,1
2008/6/30 1:00:00,19.5,8,1,1.0,0,8,1,0,1,8,1,0.6,8,êºñkêº,8,1,0,8,1,91,8,1,20.6,8,1
2008/6/30 2:00:00,19.5,8,1,0.5,0,8,1,0,1,8,1,1.3,8,ìåìÏìå,8,1,0,8,1,91,8,1,20.6,8,1
2008/6/30 3:00:00,19.6,8,1,0.0,0,8,1,0,1,8,1,1.1,8,ìÏìå,8,1,0,8,1,91,8,1,20.8,8,1
2008/6/30 4:00:00,19.5,8,1,0.0,0,8,1,0,1,8,1,1.1,8,ìÏìÏêº,8,1,0.00,8,1,91,8,1,20.6,8,1
2008/6/30 5:00:00,19.2,8,1,0,1,8,1,0.0,0,8,1,2.1,8,ìÏìÏêº,8,1,0.00,8,1,90,8,1,20.0,8,1
2008/6/30 6:00:00,18.7,8,1,0,1,8,1,0.0,0,8,1,2.2,8,ìÏìÏêº,8,1,0.02,8,1,88,8,1,19.0,8,1
2008/6/30 7:00:00,18.4,8,1,0.0,0,8,1,0.0,0,8,1,2.1,8,ìÏêº,8,1,0.06,8,1,88,8,1,18.6,8,1
2008/6/30 8:00:00,18.1,8,1,0.0,0,8,1,0.0,0,8,1,1.5,8,ìÏêº,8,1,0.17,8,1,88,8,1,18.3,8,1
2008/6/30 9:00:00,18.2,8,1,0.5,0,8,1,0.0,0,8,1,2.4,8,êº,8,1,0.26,8,1,89,8,1,18.6,8,1
2008/6/30 10:00:00,18.9,8,1,0.5,0,8,1,0.0,0,8,1,2.0,8,êºìÏêº,8,1,0.63,8,1,84,8,1,18.3,8,1
2008/6/30 11:00:00,21.2,8,1,0,1,8,1,0.0,0,8,1,1.1,8,êº,8,1,1.19,8,1,76,8,1,19.1,8,1
2008/6/30 12:00:00,22.3,8,1,0,1,8,1,0.0,0,8,1,1.0,8,ìÏêº,8,1,1.96,8,1,70,8,1,18.9,8,1
2008/6/30 13:00:00,23.9,8,1,0,1,8,1,0.7,0,8,1,2.0,8,ìÏ,8,1,2.97,8,1,62,8,1,18.4,8,1
2008/6/30 14:00:00,24.7,8,1,0,1,8,1,0.5,0,8,1,1.8,8,ìÏêº,8,1,2.72,8,1,59,8,1,18.4,8,1
2008/6/30 15:00:00,24.6,8,1,0,1,8,1,0.7,0,8,1,1.0,8,ìÏìÏêº,8,1,2.42,8,1,60,8,1,18.6,8,1
2008/6/30 16:00:00,25.9,8,1,0,1,8,1,0.6,0,8,1,2.0,8,ìÏ,8,1,1.75,8,1,58,8,1,19.4,8,1
2008/6/30 17:00:00,25.0,8,1,0,1,8,1,0.6,0,8,1,2.4,8,ìÏìå,8,1,1.15,8,1,60,8,1,19.0,8,1
2008/6/30 18:00:00,24.4,8,1,0,1,8,1,0.4,0,8,1,2.3,8,ìåìÏìå,8,1,0.52,8,1,63,8,1,19.3,8,1
2008/6/30 19:00:00,23.7,8,1,0,1,8,1,0.3,0,8,1,1.8,8,ìå,8,1,0.11,8,1,66,8,1,19.3,8,1
2008/6/30 20:00:00,22.9,8,1,0,1,8,1,0.0,0,8,1,1.5,8,ìå,8,1,0.00,8,1,71,8,1,19.8,8,1
2008/6/30 21:00:00,21.6,8,1,0,1,8,1,0,1,8,1,1.4,8,ñkñkêº,8,1,0,8,1,77,8,1,19.9,8,1
2008/6/30 22:00:00,21.0,8,1,0,1,8,1,0,1,8,1,1.7,8,ñkñkêº,8,1,0,8,1,78,8,1,19.4,8,1
2008/6/30 23:00:00,20.3,8,1,0,1,8,1,0,1,8,1,1.3,8,ñkñkêº,8,1,0,8,1,81,8,1,19.3,8,1
2008/7/1 00:00:00,19.8,8,1,0,1,8,1,0,1,8,1,0.8,8,ñkñkêº,8,1,0,8,1,81,8,1,18.7,8,1
2008/7/1 1:00:00,19.2,8,1,0,1,8,1,0,1,8,1,0.8,8,êºìÏêº,8,1,0,8,1,79,8,1,17.6,8,1
2008/7/1 2:00:00,18.6,8,1,0,1,8,1,0,1,8,1,1.8,8,ìÏìå,8,1,0,8,1,82,8,1,17.6,8,1
2008/7/1 3:00:00,17.9,8,1,0,1,8,1,0,1,8,1,1.8,8,ìÏìå,8,1,0,8,1,85,8,1,17.4,8,1
2008/7/1 4:00:00,17.8,8,1,0,1,8,1,0,1,8,1,1.8,8,ìåìÏìå,8,1,0.00,8,1,85,8,1,17.3,8,1
2008/7/1 5:00:00,17.8,8,1,0,1,8,1,0.0,0,8,1,2.0,8,ìåìÏìå,8,1,0.00,8,1,85,8,1,17.3,8,1
2008/7/1 6:00:00,18.0,8,1,0,1,8,1,0.0,0,8,1,1.4,8,ñkñkêº,8,1,0.15,8,1,82,8,1,16.9,8,1
2008/7/1 7:00:00,19.3,8,1,0,1,8,1,0.0,0,8,1,1.9,8,ñkêº,8,1,0.64,8,1,72,8,1,16.1,8,1
2008/7/1 8:00:00,20.5,8,1,0,1,8,1,0.4,0,8,1,1.7,8,êº,8,1,1.31,8,1,70,8,1,16.9,8,1
2008/7/1 9:00:00,22.7,8,1,0,1,8,1,1.0,0,8,1,1.8,8,ìåìÏìå,8,1,2.21,8,1,65,8,1,17.9,8,1
2008/7/1 10:00:00,23.8,8,1,0,1,8,1,1.0,0,8,1,2.6,8,ìÏìÏìå,8,1,2.79,8,1,62,8,1,18.3,8,1
2008/7/1 11:00:00,24.2,8,1,0,1,8,1,1.0,0,8,1,2.9,8,ìÏìÏìå,8,1,3.07,8,1,57,8,1,17.2,8,1
2008/7/1 12:00:00,25.4,8,1,0,1,8,1,1.0,0,8,1,4.2,8,ìÏìå,8,1,3.22,8,1,54,8,1,17.5,8,1
2008/7/1 13:00:00,26.4,8,1,0,1,8,1,1.0,0,8,1,3.9,8,ìåìÏìå,8,1,3.25,8,1,52,8,1,17.9,8,1
2008/7/1 14:00:00,26.6,8,1,0,1,8,1,1.0,0,8,1,3.8,8,ìåìÏìå,8,1,2.96,8,1,50,8,1,17.4,8,1
2008/7/1 15:00:00,26.8,8,1,0,1,8,1,1.0,0,8,1,4.1,8,ìåìÏìå,8,1,2.54,8,1,49,8,1,17.3,8,1
2008/7/1 16:00:00,26.5,8,1,0,1,8,1,1.0,0,8,1,4.3,8,ìåìÏìå,8,1,2.01,8,1,49,8,1,17.0,8,1
2008/7/1 17:00:00,26.6,8,1,0,1,8,1,1.0,0,8,1,3.3,8,ìåìÏìå,8,1,1.39,8,1,49,8,1,17.1,8,1
2008/7/1 18:00:00,25.6,8,1,0,1,8,1,0.6,0,8,1,3.4,8,ìÏìå,8,1,0.58,8,1,53,8,1,17.4,8,1
2008/7/1 19:00:00,24.7,8,1,0,1,8,1,0.0,0,8,1,3.4,8,ìåìÏìå,8,1,0.08,8,1,57,8,1,17.7,8,1
2008/7/1 20:00:00,23.9,8,1,0,1,8,1,0.0,0,8,1,3.8,8,ìåìÏìå,8,1,0.00,8,1,59,8,1,17.5,8,1
2008/7/1 21:00:00,23.2,8,1,0,1,8,1,0,1,8,1,3.8,8,ìåìÏìå,8,1,0,8,1,68,8,1,19.3,8,1
2008/7/1 22:00:00,22.2,8,1,0,1,8,1,0,1,8,1,3.7,8,ìåìÏìå,8,1,0,8,1,72,8,1,19.3,8,1
2008/7/1 23:00:00,21.1,8,1,0,1,8,1,0,1,8,1,3.7,8,ìåìÏìå,8,1,0,8,1,76,8,1,19.0,8,1
2008/7/2 00:00:00,21.0,8,1,0,1,8,1,0,1,8,1,1.6,8,ìÏìå,8,1,0,8,1,76,8,1,18.9,8,1
